"@Finn_McCumhaill @AlvaroUribeVel @juroca80 ya viste lo la ley de garantía y ahora el gobierno Busca expropiar menos de 92 mil pesos en la cuenta ahorro, ahora con el desgobierno duque la matanza de líderes sociales dispara y los cultivos de coca igual y aún le hechan la culpa a Santos a 6 meses de finalizar periodo."
"@PaoHerreraC Quien ha tenido cuenta y le han cobrado cuotas de manejo en el año que pensaba que estaba ""ahorrando"" con las irrisorias tasas de interés de la banca nacional, y se le disminuyó el ahorro hasta por debajo de los $100mil."
Adivinanzas: A quien le va a expropiar el gobierno el poco dinero que puede guardar? Quien guarda en una cuenta de ahorros $92.000 y los deja ahí quietos para ver si le gana intereses? Que pasó con el sueño de abrir una 'cuenta de ahorro' para el futuro? Será que
"También he abierto una cuenta de ahorro en @openbank_es , también sin comisiones, para ir ahorrando."
"@IDAEenergia @mincoturgob @garciapage @Teresaribera Tenéis en cuenta el Alto peligro latente de escape, en Instalaciones de incendios, que por elemento de 100kg superan el ahorro de CO2, de muchas de las plantas solares de 600MW? Algún plan Europeo o ayudas? Gracias, un saludo. https://t.co/pVc9RIrags"
Con ganas de correr a decirle “Amiga DATE CUENTA” pero mejor me ahorro un pedo porque sé que va a terminar perdonándolo 😮‍💨
"@CONSAR_mx Hola buenas noches a mi me aparece esto me podría resolver mi duda por favor  

MC GO3 la curp del ahorrador no cuenta con saldo en su cuenta de ahorro 

Y acabo de pedir mi estado de cuenta y si tengo dinero ahorrado pero no voluntariamente 
Gracias"
"@Danielasalbe Además de anotar todos mis gastos, a mí me han funcionado los depósitos mensuales programados a una cuenta aparte (una vez sepas tu capacidad de ahorro y fijes una meta)"
"@memocker cuenta de cheques o Saldo solo en Ahorro fácil o Saldo en cuenta de cheques + saldo en Ahorro fácil.
Para más información te comparto la liga de ley de transparencia
https://t.co/z0dTV8zp1t
Estamos para servirte -JM"
"Y ahora el gobierno se apropiará del dinero de las cuentas de ahorro que lleve más de un año sin movimientos. ¿No es esa, la naturaleza de una cuenta de ahorros? ¿Acaso no eran otros los que iban a expropiar?"
"¿#SabíasQue la dieta vegetariana promueve el ahorro de agua? Tomamos en cuenta que la ganadería requiere más agua que la agricultura. La producción de un kilo de carne insume alrededor de 18 mil 500 litros de agua, mientras que una porción de arroz solamente necesita 100 litros. https://t.co/A5jFZiI8qR"
